sidx,skey,sday,sclose,sopen,shigh,slow,svol,syest,splus,sallvol,scom,sfor,scoms
2327,20110914,2011-09-14,176000,182000,184500,172500,90924,184000,-8000,90924,16777,-27133,74147
2326,20110915,2011-09-15,171500,178500,181500,170500,113306,176000,-4500,113306,8925,-36283,104381
2325,20110916,2011-09-16,174000,174000,178000,173000,73144,171500,2500,73144,-215,16388,56756
2324,20110919,2011-09-19,174500,178000,181000,173000,79737,174000,500,79737,2107,-2784,77630
2323,20110920,2011-09-20,169000,175000,176500,167500,147182,174500,-5500,147182,14857,-56479,132325
2322,20110921,2011-09-21,166000,170500,171000,164000,243465,169000,-3000,243465,-33489,-24632,243465
2321,20110922,2011-09-22,160000,161500,164000,153000,319990,166000,-6000,319990,100418,-135447,219572
2320,20110923,2011-09-23,160000,153000,164000,152000,206375,160000,0,206375,21802,-4110,184573
2319,20110926,2011-09-26,161000,160000,164000,155500,124172,160000,1000,124172,42082,-17787,82090
2318,20110927,2011-09-27,171500,165000,174000,163500,121424,161000,10500,121424,9320,30510,81594
2317,20110928,2011-09-28,170000,173000,174000,169000,123623,171500,-1500,123623,-2961,26075,97548
2316,20110929,2011-09-29,168000,168000,170000,163500,107294,170000,-2000,107294,-10478,-6879,107294
2315,20110930,2011-09-30,168000,168000,170500,166000,128188,168000,0,128188,-16154,20533,107655
2314,20111004,2011-10-04,155500,161000,163000,150000,188893,168000,-12500,188893,50593,-80161,138300
2313,20111005,2011-10-05,155500,156500,159500,153000,128956,155500,0,128956,44220,-22501,84736
2312,20111006,2011-10-06,159000,158000,162000,156500,97454,155500,3500,97454,16612,-9563,80842
2311,20111007,2011-10-07,166000,160000,169500,160000,97995,159000,7000,97995,412,26955,70628
2310,20111010,2011-10-10,164500,165000,171000,163000,47191,166000,-1500,47191,-9335,5997,41194
2309,20111011,2011-10-11,172000,169000,175000,166000,66112,164500,7500,66112,-3485,27347,38765
2308,20111012,2011-10-12,175000,172000,175000,170000,60180,172000,3000,60180,-1808,12109,48071
2307,20111013,2011-10-13,183000,174500,185500,174000,64098,175000,8000,64098,2280,15001,46817
2306,20111014,2011-10-14,180500,187000,187500,180500,54939,183000,-2500,54939,8017,-4437,46922
2305,20111017,2011-10-17,179000,180500,187000,179000,46292,180500,-1500,46292,-7422,7512,38780
2304,20111018,2011-10-18,182000,177000,188500,176000,78614,179000,3000,78614,-9545,16723,61891
2303,20111019,2011-10-19,182000,182500,183500,179000,43150,182000,0,43150,11144,-7225,32006
2302,20111020,2011-10-20,178500,181500,184000,173500,74112,182000,-3500,74112,-31436,21374,52738
2301,20111021,2011-10-21,170000,176500,178500,168500,196941,178500,-8500,196941,26581,-78522,170360
2300,20111024,2011-10-24,166500,170000,174000,166000,193135,170000,-3500,193135,-21109,-78013,193135
2299,20111025,2011-10-25,170000,167500,170500,166000,180286,166500,3500,180286,-18594,12261,168025
2298,20111026,2011-10-26,169000,167500,172000,167500,134326,170000,-1000,134326,-44757,49331,84995
2297,20111027,2011-10-27,171500,171500,174500,168500,214624,169000,2500,214624,-45241,72508,142116
2296,20111028,2011-10-28,170000,174000,174500,167000,99505,171500,-1500,99505,-13934,20971,78534
2295,20111031,2011-10-31,161000,167000,169000,160000,144095,170000,-9000,144095,-23603,-28997,144095
2294,20111101,2011-11-01,164000,158500,167500,158500,128999,161000,3000,128999,24432,-12575,104567
2293,20111102,2011-11-02,165000,162000,167000,162000,123513,164000,1000,123513,43786,-18293,79727
2292,20111103,2011-11-03,166500,167500,169000,163500,69902,165000,1500,69902,5392,4473,60037
2291,20111104,2011-11-04,164000,167000,169000,164000,89815,166500,-2500,89815,9707,-26489,80108
2290,20111107,2011-11-07,163500,165000,166500,163000,76577,164000,-500,76577,-9492,-2462,76577
2289,20111108,2011-11-08,167000,167000,169500,165500,80246,163500,3500,80246,6173,24147,49926
2288,20111109,2011-11-09,165500,171000,172500,164500,138173,167000,-1500,138173,-13002,12600,125573
2287,20111110,2011-11-10,163500,163000,168000,163000,110558,165500,-2000,110558,14559,16010,79989
2286,20111111,2011-11-11,164500,166000,166000,161000,81263,163500,1000,81263,4009,-9841,77254
2285,20111114,2011-11-14,166000,167500,168000,163000,90362,164500,1500,90362,-12296,17946,72416
2284,20111115,2011-11-15,161000,166000,166500,160500,110172,166000,-5000,110172,-698,-14387,110172
2283,20111116,2011-11-16,156000,161000,162000,155500,105567,161000,-5000,105567,-30319,-13834,105567
2282,20111117,2011-11-17,153000,157000,157500,147000,277307,156000,-3000,277307,-8955,-58218,277307
2281,20111118,2011-11-18,146500,150000,150000,143500,239797,153000,-6500,239797,24285,-70744,215512
2280,20111121,2011-11-21,151000,148500,151500,147500,231140,146500,4500,231140,51837,-18610,179303
2279,20111122,2011-11-22,149000,147500,151500,147500,146284,151000,-2000,146284,40614,-46493,105670
2278,20111123,2011-11-23,154000,151000,154000,147500,166307,149000,5000,166307,42357,1698,122252
2277,20111124,2011-11-24,157500,152500,159000,152000,164323,154000,3500,164323,35250,-10447,129073
2276,20111125,2011-11-25,157500,156500,159000,154500,75779,157500,0,75779,15530,-5363,60249
2275,20111128,2011-11-28,154500,159000,159500,154000,82834,157500,-3000,82834,-17117,7663,75171
2274,20111129,2011-11-29,160000,155000,160000,154500,91056,154500,5500,91056,9773,19332,61951
2273,20111130,2011-11-30,162000,160500,162000,159500,127476,160000,2000,127476,2634,34912,89930
2272,20111201,2011-12-01,159000,170500,170500,158000,225598,162000,-3000,225598,-106861,78679,146919
2271,20111202,2011-12-02,164500,161000,166500,160500,130177,159000,5500,130177,3918,37817,88442
2270,20111205,2011-12-05,170000,167000,170000,165500,92260,164500,5500,92260,4500,29477,58283
2269,20111206,2011-12-06,167500,168500,168500,163500,111226,170000,-2500,111226,51057,-40525,60169
2268,20111207,2011-12-07,165000,167500,168000,164000,92896,167500,-2500,92896,19704,-33564,73192
2267,20111208,2011-12-08,164500,164500,166000,163500,78618,165000,-500,78618,-9535,10131,68487
2266,20111209,2011-12-09,165000,164500,166000,161000,58447,164500,500,58447,-7136,13792,44655
2265,20111212,2011-12-12,167000,165000,167000,160500,110867,165000,2000,110867,-35357,43317,67550
2264,20111213,2011-12-13,165000,166000,166000,160000,100111,167000,-2000,100111,-9817,5123,94988
2263,20111214,2011-12-14,158500,162500,164000,156500,175975,165000,-6500,175975,-5822,-20898,175975
2262,20111215,2011-12-15,155000,157000,158500,150500,166656,158500,-3500,166656,-11287,-3002,166656
2261,20111216,2011-12-16,150000,153000,155000,149000,134531,155000,-5000,134531,-30738,-19405,134531
2260,20111219,2011-12-19,149000,152000,153000,147500,151250,150000,-1000,151250,-2295,20881,130369
2259,20111220,2011-12-20,154000,150500,154500,150000,82203,149000,5000,82203,15007,-4627,67196
2258,20111221,2011-12-21,156500,156500,158000,153000,93247,154000,2500,93247,5555,-2065,87692
2257,20111222,2011-12-22,158000,155000,159000,154500,32995,156500,1500,32995,3655,1997,27343
2256,20111223,2011-12-23,160500,159000,164000,158500,127321,158000,2500,127321,-12385,26320,101001
2255,20111226,2011-12-26,159000,160000,160000,158500,17680,160500,-1500,17680,-5965,8508,9172
2254,20111227,2011-12-27,159000,157000,164500,157000,59296,159000,0,59296,4484,6639,48173
2253,20111228,2011-12-28,157000,157500,159000,154500,34339,159000,-2000,34339,53,-2098,34286
2252,20111229,2011-12-29,163000,154500,164000,154500,91860,157000,6000,91860,26162,-7296,65698
2251,20120102,2012-01-02,156000,161000,162500,155000,70114,163000,-7000,70114,-32214,6756,63358
2250,20120103,2012-01-03,163500,157000,164000,156500,87515,156000,7500,87515,4213,26338,56964
2249,20120104,2012-01-04,165000,164000,168000,162500,71343,163500,1500,71343,-4645,37299,34044
2248,20120105,2012-01-05,161500,165000,167000,159500,61924,165000,-3500,61924,-10505,16288,45636
2247,20120106,2012-01-06,156500,161500,162500,155000,118338,161500,-5000,118338,-26551,9186,109152
2246,20120109,2012-01-09,159000,157500,159000,154500,58371,156500,2500,58371,-7420,6866,51505
2245,20120110,2012-01-10,159500,159500,161500,158000,131200,159000,500,131200,-9537,21748,109452
2244,20120111,2012-01-11,162000,161000,163000,160000,49077,159500,2500,49077,-16469,26031,23046
2243,20120112,2012-01-12,170000,163500,170000,161500,94937,162000,8000,94937,1951,41449,51537
2242,20120113,2012-01-13,167000,168500,171500,165500,158075,170000,-3000,158075,-31322,31931,126144
2241,20120116,2012-01-16,166000,165000,167500,162500,50637,167000,-1000,50637,-1193,857,49780
2240,20120117,2012-01-17,177000,169000,177000,169000,146076,166000,11000,146076,-56351,105539,40537
2239,20120118,2012-01-18,174500,176000,176000,170000,128573,177000,-2500,128573,-30488,20572,108001
2238,20120119,2012-01-19,169000,174000,176500,167000,139118,174500,-5500,139118,-50541,32980,106138
2237,20120120,2012-01-20,176500,168000,177000,168000,87137,169000,7500,87137,-26350,58280,28857
2236,20120125,2012-01-25,181000,174500,182500,174500,87590,176500,4500,87590,-4158,21119,66471
2235,20120126,2012-01-26,179500,179500,184500,178500,89490,181000,-1500,89490,-43785,53956,35534
2234,20120127,2012-01-27,182000,181000,183000,179000,79366,179500,2500,79366,-20543,29965,49401
2233,20120130,2012-01-30,176000,182000,183000,174500,134873,182000,-6000,134873,7608,-2480,127265
2232,20120131,2012-01-31,183000,175500,187500,175000,122799,176000,7000,122799,-18048,41568,81231
2231,20120201,2012-02-01,177000,181000,183000,175500,119550,183000,-6000,119550,-39616,25846,93704
2230,20120202,2012-02-02,177000,178500,181000,176500,130328,177000,0,130328,-47093,45360,84968
2229,20120203,2012-02-03,178000,178000,180000,177000,57692,177000,1000,57692,-22269,25073,32619
2228,20120206,2012-02-06,182000,178000,183500,178000,54274,178000,4000,54274,-15375,20757,33517
2227,20120207,2012-02-07,184500,186000,186000,183000,55362,182000,2500,55362,-12327,19709,35653
2226,20120208,2012-02-08,181000,182000,183000,180000,101091,184500,-3500,101091,-27238,20129,80962
2225,20120209,2012-02-09,180000,182500,183000,177000,87915,181000,-1000,87915,-23068,19222,68693
2224,20120210,2012-02-10,171000,178000,179000,170000,165740,180000,-9000,165740,-27962,-14877,165740
2223,20120213,2012-02-13,175000,172000,177500,171000,74672,171000,4000,74672,6074,6034,62564
2222,20120214,2012-02-14,173000,173500,175000,172500,50222,175000,-2000,50222,-2687,-8093,50222
2221,20120215,2012-02-15,178000,172500,178000,172500,55979,173000,5000,55979,8144,5949,41886
2220,20120216,2012-02-16,172500,174500,176000,172000,47610,178000,-5500,47610,7832,-15299,39778
2219,20120217,2012-02-17,168500,172500,174000,168500,65580,172500,-4000,65580,-3532,-22673,65580
2218,20120220,2012-02-20,169000,168500,172500,167500,70864,168500,500,70864,6810,-14170,64054
2217,20120221,2012-02-21,173500,168500,173500,168000,50660,169000,4500,50660,10457,2668,37535
2216,20120222,2012-02-22,175000,173000,175000,170500,55063,173500,1500,55063,-3129,7518,47545
2215,20120223,2012-02-23,173000,172000,174500,171000,68919,175000,-2000,68919,16341,-16621,52578
2214,20120224,2012-02-24,173500,174500,174500,171500,65773,173000,500,65773,-2714,23,65750
2213,20120227,2012-02-27,176500,173500,177000,171000,70292,173500,3000,70292,13144,490,56658
2212,20120228,2012-02-28,173500,175500,175500,171500,48844,176500,-3000,48844,4057,-4436,44787
2211,20120229,2012-02-29,167000,171000,172500,166500,165763,173500,-6500,165763,-14628,-61523,165763
2210,20120302,2012-03-02,167500,168500,170000,165000,105023,167000,500,105023,-4822,-11860,105023
2209,20120305,2012-03-05,171000,168000,171500,167500,97026,167500,3500,97026,-6547,26770,70256
2208,20120306,2012-03-06,170000,169000,172500,168500,97896,171000,-1000,97896,-463,9676,88220
2207,20120307,2012-03-07,170500,170000,171500,168000,42195,170000,500,42195,-9404,13614,28581
2206,20120308,2012-03-08,172000,171000,172500,170000,63303,170500,1500,63303,-12619,15862,47441
2205,20120309,2012-03-09,170500,174500,174500,170000,44502,172000,-1500,44502,-2015,-2139,44502
2204,20120312,2012-03-12,169500,170500,172000,169000,42231,170500,-1000,42231,1849,391,39991
2203,20120313,2012-03-13,170000,169500,171000,169500,80623,169500,500,80623,12800,-10328,67823
2202,20120314,2012-03-14,177500,171000,178000,170000,126963,170000,7500,126963,9825,35451,81687
2201,20120315,2012-03-15,179500,177500,180500,176000,78496,177500,2000,78496,-9351,20905,57591
2200,20120316,2012-03-16,174500,179000,180000,173500,43998,179500,-5000,43998,-5119,-3135,43998
2199,20120319,2012-03-19,174000,174500,177500,171500,38079,174500,-500,38079,1060,-2640,37019
2198,20120320,2012-03-20,172000,171000,176000,170500,97356,174000,-2000,97356,3431,-13595,93925
2197,20120321,2012-03-21,170000,170000,172000,169000,96786,172000,-2000,96786,7142,-21522,89644
2196,20120322,2012-03-22,169500,169000,172500,168500,97023,170000,-500,97023,23496,-19717,73527
2195,20120323,2012-03-23,165500,166500,168000,165000,127049,169500,-4000,127049,-17442,-28226,127049
2194,20120326,2012-03-26,169500,166000,169500,166000,67485,165500,4000,67485,1135,13179,53171
2193,20120327,2012-03-27,174000,170500,175000,170000,71695,169500,4500,71695,39896,-13282,31799
2192,20120328,2012-03-28,177500,172500,177500,172500,118442,174000,3500,118442,40191,-4824,78251
2191,20120329,2012-03-29,174500,178000,178500,173000,72695,177500,-3000,72695,26606,-20866,46089
2190,20120330,2012-03-30,174000,173000,177000,169500,115221,174500,-500,115221,15401,-20475,99820
2189,20120402,2012-04-02,179000,176500,184000,175500,131960,174000,5000,131960,18775,12570,100615
2188,20120403,2012-04-03,179000,185000,185000,177500,119819,179000,0,119819,36969,-37997,82850
2187,20120404,2012-04-04,177000,176000,179500,176000,55055,179000,-2000,55055,29611,-28729,25444
2186,20120405,2012-04-05,175500,179000,179000,172500,106351,177000,-1500,106351,30999,-43627,75352
2185,20120406,2012-04-06,182000,174500,183500,174000,115410,175500,6500,115410,51353,-45658,64057
2184,20120409,2012-04-09,180000,183000,185500,180000,71600,182000,-2000,71600,15251,-16036,56349
2183,20120410,2012-04-10,178000,180000,183500,175500,84803,180000,-2000,84803,32767,-29274,52036
2182,20120412,2012-04-12,177500,177000,182000,176500,65891,178000,-500,65891,16372,-10893,49519
2181,20120413,2012-04-13,181500,180000,184500,179000,50945,177500,4000,50945,5381,5588,39976
2180,20120416,2012-04-16,178000,181000,181000,177500,57375,181500,-3500,57375,-2975,-8266,57375
2179,20120417,2012-04-17,177000,178000,178500,175500,60701,178000,-1000,60701,17989,-23978,42712
2178,20120418,2012-04-18,176000,179000,180500,176000,74216,177000,-1000,74216,7940,-11366,66276
2177,20120419,2012-04-19,179000,176000,180500,176000,58969,176000,3000,58969,30372,-21568,28597
2176,20120420,2012-04-20,173500,180500,181000,171000,110421,179000,-5500,110421,-12790,-14548,110421
2175,20120423,2012-04-23,168500,173500,174000,164000,169655,173500,-5000,169655,21322,-46508,148333
2174,20120424,2012-04-24,160500,167500,168000,157500,232299,168500,-8000,232299,-12769,-41675,232299
2173,20120425,2012-04-25,160000,160000,162500,159000,160713,160500,-500,160713,17242,-34045,143471
2172,20120426,2012-04-26,158000,159500,160500,153000,271727,160000,-2000,271727,26005,-74739,245722
2171,20120427,2012-04-27,157000,160000,161500,154500,198326,158000,-1000,198326,3681,-42514,194645
2170,20120430,2012-04-30,159500,158500,160500,157500,130608,157000,2500,130608,41701,-31760,88907
2169,20120502,2012-05-02,158000,160500,162500,157000,142883,159500,-1500,142883,2656,-19986,140227
2168,20120503,2012-05-03,158500,161000,161000,158000,66512,158000,500,66512,12784,-11953,53728
2167,20120504,2012-05-04,164000,159000,164000,158000,90539,158500,5500,90539,12127,20680,57732
2166,20120507,2012-05-07,163500,162000,166000,160500,102591,164000,-500,102591,33383,-18507,69208
2165,20120508,2012-05-08,162500,162500,165500,161500,125416,163500,-1000,125416,14785,-15426,110631
2164,20120509,2012-05-09,165500,162500,166000,161500,89247,162500,3000,89247,13617,14809,60821
2163,20120510,2012-05-10,162000,165500,166500,162000,64922,165500,-3500,64922,-919,-7672,64922
2162,20120511,2012-05-11,162000,162000,163500,161500,95563,162000,0,95563,9129,-955,86434
2161,20120514,2012-05-14,159500,160000,163000,158500,85626,162000,-2500,85626,15454,-16929,70172
2160,20120515,2012-05-15,160000,159000,162500,158500,169118,159500,500,169118,23383,-22160,145735
2159,20120516,2012-05-16,157500,159000,160500,157000,74569,160000,-2500,74569,17807,-13409,56762
2158,20120517,2012-05-17,155000,157500,159000,154000,66353,157500,-2500,66353,697,-13050,65656
2157,20120518,2012-05-18,145500,153000,153000,143500,120514,155000,-9500,120514,26411,-51504,94103
2156,20120521,2012-05-21,143000,146500,146500,139500,181240,145500,-2500,181240,49337,-71984,131903
2155,20120522,2012-05-22,147000,145000,148500,141000,287062,143000,4000,287062,60026,-77363,227036
2154,20120523,2012-05-23,143500,147000,147500,142500,124918,147000,-3500,124918,28295,-49805,96623
2153,20120524,2012-05-24,140500,143500,143500,138000,242247,143500,-3000,242247,30175,-72070,212072
2152,20120525,2012-05-25,140500,139500,143500,138500,146388,140500,0,146388,37946,-62954,108442
2151,20120529,2012-05-29,148000,140000,148000,138500,119882,140500,7500,119882,42521,-18486,77361
2150,20120530,2012-05-30,144500,146000,147500,144500,82942,148000,-3500,82942,763,-5956,82179
2149,20120531,2012-05-31,145000,141500,145500,140000,74188,144500,500,74188,16536,-16833,57652
2148,20120601,2012-06-01,143000,143500,146500,142000,90378,145000,-2000,90378,-9669,17579,72799
2147,20120604,2012-06-04,135500,136500,138000,134000,142968,143000,-7500,142968,-46728,37003,105965
2146,20120605,2012-06-05,133500,135000,137000,132000,105063,135500,-2000,105063,-7195,-22929,105063
2145,20120607,2012-06-07,134500,135500,136500,133500,151021,133500,1000,151021,-11112,-9567,151021
2144,20120608,2012-06-08,131500,135000,136000,131500,78138,134500,-3000,78138,-23543,24074,54064
2143,20120611,2012-06-11,137000,134000,137500,133000,139388,131500,5500,139388,38483,-28887,100905
2142,20120612,2012-06-12,135000,135000,136500,134000,73177,137000,-2000,73177,3154,-3590,70023
2141,20120613,2012-06-13,134000,136000,138000,134000,72133,135000,-1000,72133,3652,-10650,68481
2140,20120614,2012-06-14,134000,133500,136000,132000,102571,134000,0,102571,-9397,1864,100707
2139,20120615,2012-06-15,131000,134500,135000,129000,150886,134000,-3000,150886,-51314,14848,136038
2138,20120618,2012-06-18,133500,132500,134500,132000,131230,131000,2500,131230,11619,3704,115907
2137,20120619,2012-06-19,133500,134000,135500,132500,134150,133500,0,134150,36007,-68248,98143
2136,20120620,2012-06-20,135000,135000,136500,134000,135536,133500,1500,135536,36958,-43553,98578
2135,20120621,2012-06-21,141000,136500,142500,136000,310524,135000,6000,310524,123833,-110217,186691
2134,20120622,2012-06-22,138500,140000,143000,138000,180110,141000,-2500,180110,38673,-18314,141437
2133,20120625,2012-06-25,136000,140000,140000,136000,94380,138500,-2500,94380,5646,-12299,88734
2132,20120626,2012-06-26,137500,134500,138500,134000,65032,136000,1500,65032,10161,-5704,54871
2131,20120627,2012-06-27,133500,137000,137500,131500,143950,137500,-4000,143950,12330,-29563,131620
2130,20120628,2012-06-28,136000,133500,136000,132500,85186,133500,2500,85186,22095,-18109,63091
2129,20120629,2012-06-29,142000,134500,142500,134500,136734,136000,6000,136734,47781,-47281,88953
2128,20120702,2012-07-02,144500,141000,144500,139500,66873,142000,2500,66873,27186,-11944,39687
2127,20120703,2012-07-03,144500,144500,146000,142500,86248,144500,0,86248,18569,2460,65219
2126,20120704,2012-07-04,143500,144000,145000,141000,143848,144500,-1000,143848,-11178,-12486,143848
2125,20120705,2012-07-05,139000,142500,143000,139000,90487,143500,-4500,90487,10366,-32327,80121
2124,20120706,2012-07-06,137500,139000,139500,136000,64701,139000,-1500,64701,4475,-20148,60226
2123,20120709,2012-07-09,136500,136500,138500,133500,80843,137500,-1000,80843,13911,-29537,66932
2122,20120710,2012-07-10,138000,137000,139000,136500,72732,136500,1500,72732,15607,-14994,57125
2121,20120711,2012-07-11,134500,138000,138000,132500,117691,138000,-3500,117691,-5968,-14424,117691
2120,20120712,2012-07-12,130000,133500,134000,130000,103753,134500,-4500,103753,-35142,6550,97203
2119,20120713,2012-07-13,126500,130000,130000,121500,200417,130000,-3500,200417,28320,-55355,172097
2118,20120716,2012-07-16,127000,126500,129500,125000,93147,126500,500,93147,-3323,9908,83239
2117,20120717,2012-07-17,127500,127500,130000,125000,195939,127000,500,195939,18376,-5639,177563
2116,20120718,2012-07-18,119000,126500,129000,118000,257888,127500,-8500,257888,-3982,-70418,257888
2115,20120719,2012-07-19,121000,121000,122500,119000,190278,119000,2000,190278,25922,-16711,164356
2114,20120720,2012-07-20,121000,120500,122500,119000,240981,121000,0,240981,11640,-15179,229341
2113,20120723,2012-07-23,122000,121000,124500,121000,170859,121000,1000,170859,-624,25211,145648
2112,20120724,2012-07-24,119000,120500,121500,119000,92157,122000,-3000,92157,-2940,-7410,92157
2111,20120725,2012-07-25,119500,117500,120500,116000,75857,119000,500,75857,18881,38,56938
2110,20120726,2012-07-26,119500,119500,122000,118500,107816,119500,0,107816,-7120,9993,97823
2109,20120727,2012-07-27,123500,123000,124000,120000,99185,119500,4000,99185,-3766,7446,91739
2108,20120730,2012-07-30,121500,124000,125500,121000,91015,123500,-2000,91015,-27384,23513,67502
2107,20120731,2012-07-31,127500,121000,128500,120500,156750,121500,6000,156750,13102,44908,98740
2106,20120801,2012-08-01,123000,127500,127500,123000,299669,127500,-4500,299669,51279,-88314,248390
2105,20120802,2012-08-02,126500,124000,127000,123500,94423,123000,3500,94423,29011,9899,55513
2104,20120803,2012-08-03,122500,126000,127500,121000,149479,126500,-4000,149479,44029,-52635,105450
2103,20120806,2012-08-06,128000,125500,131000,125000,150687,122500,5500,150687,21200,15927,113560
2102,20120807,2012-08-07,135500,129500,137500,128500,194743,128000,7500,194743,19634,32703,142406
2101,20120808,2012-08-08,133000,135500,137000,132500,134638,135500,-2500,134638,15938,-10990,118700
2100,20120809,2012-08-09,140000,133500,140500,133500,197701,133000,7000,197701,14750,14932,168019
2099,20120810,2012-08-10,137000,138500,141500,135500,167425,140000,-3000,167425,-1861,-32259,167425
2098,20120813,2012-08-13,136500,136000,139000,136000,30859,137000,-500,30859,2081,241,28537
2097,20120814,2012-08-14,136500,139000,139000,135000,62068,136500,0,62068,9405,-19316,52663
2096,20120816,2012-08-16,136500,136500,137000,134500,57465,136500,0,57465,7379,-8888,50086
2095,20120817,2012-08-17,139000,136000,139000,135500,68626,136500,2500,68626,9908,-7471,58718
2094,20120820,2012-08-20,142500,143500,144000,140000,135970,139000,3500,135970,41282,-7813,94688
2093,20120821,2012-08-21,146500,145000,147500,142500,82931,142500,4000,82931,31975,-12679,50956
2092,20120822,2012-08-22,143500,147000,147000,139500,138044,146500,-3000,138044,27397,-31453,110647
2091,20120823,2012-08-23,143500,143500,143500,141000,62847,143500,0,62847,7263,-8594,55584
2090,20120824,2012-08-24,138500,142500,142500,138500,84056,143500,-5000,84056,58,-21387,83998
2089,20120827,2012-08-27,146000,139500,146500,139000,131121,138500,7500,131121,70000,-29299,61121
2088,20120828,2012-08-28,143000,145500,147000,140500,120363,146000,-3000,120363,11939,-19945,108424
2087,20120829,2012-08-29,140500,143000,143500,140000,69278,143000,-2500,69278,17466,-23724,51812
2086,20120830,2012-08-30,145000,140000,145500,138000,89856,140500,4500,89856,21563,6729,61564
2085,20120831,2012-08-31,142500,142500,147500,142000,79765,145000,-2500,79765,19611,-9596,60154
2084,20120903,2012-09-03,143000,142500,146500,141000,51047,142500,500,51047,6382,185,44480
2083,20120904,2012-09-04,144000,143000,146000,141500,138281,143000,1000,138281,-51055,54650,83631
2082,20120905,2012-09-05,143500,144500,144500,141500,77757,144000,-500,77757,-3563,18818,58939
2081,20120906,2012-09-06,139000,142000,143500,139000,91524,143500,-4500,91524,-195,20430,71094
2080,20120907,2012-09-07,138500,141500,142500,137000,140941,139000,-500,140941,-43841,-3792,140941
2079,20120910,2012-09-10,142500,139000,142500,137000,107564,138500,4000,107564,14513,20694,72357
2078,20120911,2012-09-11,140000,142500,143000,140000,72279,142500,-2500,72279,-13597,9221,63058
2077,20120912,2012-09-12,141000,141000,142000,139500,49168,140000,1000,49168,3865,5320,39983
2076,20120913,2012-09-13,140000,141000,142000,138500,63497,141000,-1000,63497,13562,-19741,49935
2075,20120914,2012-09-14,144500,143000,144500,141500,88778,140000,4500,88778,12955,11184,64639
2074,20120917,2012-09-17,142500,143000,147500,142000,97408,144500,-2000,97408,-6019,79,97329
2073,20120918,2012-09-18,142000,143500,144500,141500,64218,142500,-500,64218,534,-13100,63684
2072,20120919,2012-09-19,141000,143500,143500,139500,88528,142000,-1000,88528,-21795,-7195,88528
2071,20120920,2012-09-20,140500,139500,141500,139500,42390,141000,-500,42390,7825,-2639,34565
2070,20120921,2012-09-21,145000,141500,145500,140500,97410,140500,4500,97410,33360,5362,58688
2069,20120924,2012-09-24,147500,147000,150000,145000,169345,145000,2500,169345,59170,-19125,110175
2068,20120925,2012-09-25,145000,148500,148500,145000,84062,147500,-2500,84062,6287,-13287,77775
2067,20120926,2012-09-26,149000,143000,149000,141500,99205,145000,4000,99205,39766,-29119,59439
2066,20120927,2012-09-27,148000,147000,149000,145000,65006,149000,-1000,65006,32724,-19527,32282
2065,20120928,2012-09-28,153000,149000,153000,147000,136376,148000,5000,136376,43066,-8112,93310
2064,20121002,2012-10-02,147500,151000,153000,147500,62359,153000,-5500,62359,-1317,-3195,62359
2063,20121004,2012-10-04,143000,147000,148000,142500,85725,147500,-4500,85725,25173,-44102,60552
2062,20121005,2012-10-05,140500,143500,146500,140500,119116,143000,-2500,119116,-16400,-14396,119116
2061,20121008,2012-10-08,137000,140000,140500,136500,121433,140500,-3500,121433,-5858,-21832,121433
2060,20121009,2012-10-09,141000,138000,142000,137000,101340,137000,4000,101340,5324,10346,85670
2059,20121010,2012-10-10,142500,139000,144500,138500,106955,141000,1500,106955,63125,-41469,43830
2058,20121011,2012-10-11,141000,141500,144500,140000,106147,142500,-1500,106147,28688,-48793,77459
2057,20121012,2012-10-12,145500,141000,147000,140000,90723,141000,4500,90723,38625,-9307,52098
2056,20121015,2012-10-15,148500,144500,151000,144000,110081,145500,3000,110081,44862,-28498,65219
2055,20121016,2012-10-16,144000,148000,148500,143000,99116,148500,-4500,99116,-27769,9459,89657
2054,20121017,2012-10-17,142500,143500,148000,142000,121373,144000,-1500,121373,-37352,38684,82689
2053,20121018,2012-10-18,142000,142000,144000,141000,77732,142500,-500,77732,12346,-17928,65386
2052,20121019,2012-10-19,139000,142500,143500,138500,93847,142000,-3000,93847,-5381,-15598,93847
2051,20121022,2012-10-22,136000,137000,138000,134000,148705,139000,-3000,148705,-24770,-31023,148705
2050,20121023,2012-10-23,136000,136500,138500,134500,105142,136000,0,105142,19035,-11593,86107
2049,20121024,2012-10-24,135000,134000,137500,133500,94793,136000,-1000,94793,33457,-26599,61336
2048,20121025,2012-10-25,138500,134500,140000,134500,57024,135000,3500,57024,21559,-7239,35465
2047,20121026,2012-10-26,135000,138000,139500,134000,67953,138500,-3500,67953,10927,-16252,57026
2046,20121029,2012-10-29,131000,135500,136000,131000,78867,135000,-4000,78867,-6818,-13484,78867
2045,20121030,2012-10-30,130000,130500,133000,129500,95558,131000,-1000,95558,-4711,-8184,95558
2044,20121031,2012-10-31,135500,131000,136000,131000,99761,130000,5500,99761,12128,8571,79062
2043,20121101,2012-11-01,135000,133500,135500,133000,68550,135500,-500,68550,53,-5195,68497
2042,20121102,2012-11-02,133500,135000,136000,132000,146008,135000,-1500,146008,-15084,12269,133739
2041,20121105,2012-11-05,135000,134000,136500,132500,81029,133500,1500,81029,-8318,40504,40525
2040,20121106,2012-11-06,135000,136000,137000,133500,54169,135000,0,54169,-1868,4156,50013
2039,20121107,2012-11-07,135000,135000,136500,134000,38851,135000,0,38851,-73,502,38349
