계약년월,계약일,시군구,본번,부번,단지명,전용면적(㎡),거래금액(만원),층,건축년도,해제사유발생일
201701,7,세종특별자치시 아름동,1339,0,범지기마을1단지(한양수자인에듀센텀),84.914,"35,000",16,2015,
201701,7,세종특별자치시 아름동,1356,0,범지기마을 4단지,84.8568,"31,000",16,2014,
201701,7,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,99.6514,"19,900",3,2013,
201701,7,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"18,800",8,2008,
201701,7,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"16,800",1,2008,
201701,7,세종특별자치시 종촌동,649,0,가재마을7단지,84.994,"36,500",13,2014,
201701,7,세종특별자치시 종촌동,652,0,가재마을12단지,84.9941,"37,000",26,2015,
201701,8,세종특별자치시 어진동,649,0,호수의 아침,17.834,"9,500",9,2014,
201701,8,세종특별자치시 조치원읍 남리,456,0,다원파크리안,83.256,"13,300",6,2003,
201701,8,세종특별자치시 종촌동,690,0,가재마을 5단지,84.9424,"36,000",13,2014,
201701,9,세종특별자치시 고운동,1386,0,가락마을17단지(골드클래스),59.9159,"25,100",7,2015,
201701,9,세종특별자치시 고운동,1390,0,가락마을21단지(에듀포레),99.9434,"32,250",3,2015,
201701,9,세종특별자치시 부강면 부강리,970,3,청솔,49.77,"7,900",7,1994,
201701,9,세종특별자치시 부강면 부강리,976,2,대광,59.4,"4,000",1,1988,
201701,9,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),74.5191,"29,000",9,2014,
201701,9,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),74.5191,"29,500",18,2014,
201701,9,세종특별자치시 어진동,603,0,더샵센트럴시티,110.59,"61,500",16,2013,
201701,9,세종특별자치시 연동면 명학리,255,0,다산청정,49.277,"6,200",7,2001,
201701,9,세종특별자치시 조치원읍 죽림리,92,0,신동아,84.98,"13,400",11,1996,
201701,9,세종특별자치시 조치원읍 침산리,89,0,욱일아파트,84.99,"14,500",8,1996,
201701,9,세종특별자치시 종촌동,652,0,가재마을12단지,84.9941,"36,500",7,2015,
201701,9,세종특별자치시 종촌동,690,0,가재마을 5단지,84.9424,"32,400",2,2014,
201701,9,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"26,400",2,2014,
201701,10,세종특별자치시 도담동,853,0,도램마을10단지 호반 어반시티,84.757,"37,000",3,2014,
201701,10,세종특별자치시 부강면 부강리,401,48,주연,59.82,"7,900",7,1992,
201701,10,세종특별자치시 소담동,521,0,새샘마을9단지(중흥S클래스 리버뷰),84.9779,"36,400",5,2016,
201701,10,세종특별자치시 연동면 명학리,255,0,다산청정,31.758,"4,200",5,2001,
201701,10,세종특별자치시 장군면 금암리,259,1,정보마을,28.2616,"1,800",4,2002,
201701,10,세종특별자치시 장군면 금암리,259,1,정보마을,28.2616,"1,800",4,2002,
201701,10,세종특별자치시 장군면 금암리,259,1,정보마을,28.2616,"1,800",4,2002,
201701,10,세종특별자치시 장군면 금암리,259,1,정보마을,28.2616,"1,800",4,2002,
201701,10,세종특별자치시 장군면 금암리,259,1,정보마을,28.2616,"1,800",4,2002,
201701,10,세종특별자치시 조치원읍 번암리,75,2,번암주공,39.69,"6,500",3,1989,
201701,10,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.62,"29,900",4,2012,
201701,11,세종특별자치시 고운동,1706,0,가락마을8단지(고운뜰아파트),74.77,"26,300",11,2015,
201701,11,세종특별자치시 도담동,633,0,도램마을20단지(에듀파크),84.96,"32,000",22,2014,
201701,11,세종특별자치시 어진동,603,0,더샵센트럴시티,110.59,"57,800",11,2013,
201701,11,세종특별자치시 어진동,649,0,호수의 아침,17.834,"9,500",3,2014,
201701,11,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),84.974,"22,100",14,2008,
201701,11,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),84.96,"29,900",3,2011,
201701,12,세종특별자치시 고운동,1706,0,가락마을8단지(고운뜰아파트),74.77,"26,350",11,2015,
201701,12,세종특별자치시 도담동,633,0,도램마을20단지(에듀파크),84.857,"34,500",9,2014,
201701,12,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"16,900",1,2008,
201701,12,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6682,"19,400",15,2008,
201701,12,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"25,000",3,2014,
201701,12,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),84.18,"30,500",12,2012,
201701,13,세종특별자치시 고운동,1390,0,가락마을21단지(에듀포레),84.967,"31,800",4,2015,
201701,13,세종특별자치시 금남면 용포리,263,0,신성연기미소지움,84.8809,"15,600",1,2007,
201701,13,세종특별자치시 도담동,681,0,도램마을4단지(이지더원),59.9853,"27,700",10,2014,
201701,13,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),118.198,"24,600",4,2008,
201701,13,세종특별자치시 조치원읍 죽림리,92,0,신동아,59.76,"9,200",5,1996,
201701,13,세종특별자치시 조치원읍 죽림리,393,0,조치원신동아파밀리에,84.8375,"18,200",15,2008,
201701,13,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"19,000",2,2008,
201701,13,세종특별자치시 종촌동,649,0,가재마을7단지,84.994,"36,000",19,2014,
201701,13,세종특별자치시 종촌동,652,0,가재마을12단지,84.9941,"37,500",22,2015,
201701,13,세종특별자치시 종촌동,656,0,가재마을10단지,84.9365,"36,200",11,2014,
201701,13,세종특별자치시 종촌동,683,0,가재마을2단지,84.9893,"30,000",1,2014,
201701,13,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),102.63,"33,000",4,2011,
201701,13,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),84.11,"31,600",24,2012,
201701,14,세종특별자치시 고운동,1395,0,가락마을16단지(에듀그린),84.8788,"32,500",21,2015,
201701,14,세종특별자치시 고운동,1706,0,가락마을8단지(고운뜰아파트),74.77,"27,700",16,2015,
201701,14,세종특별자치시 금남면 용포리,320,0,두진리버빌,59.8676,"15,700",5,2000,
201701,14,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,"9,050",12,2000,
201701,14,세종특별자치시 아름동,1282,0,한신엘리트파크(범지기9단지),84.9899,"28,950",1,2015,
201701,14,세종특별자치시 조치원읍 신안리,35,3,유니빌,28.168,"3,550",12,2002,
201701,14,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),84.976,"19,400",12,2008,
201701,14,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),84.976,"20,200",9,2008,
201701,14,세종특별자치시 조치원읍 침산리,89,0,욱일아파트,59.999,"13,200",9,1996,
201701,14,세종특별자치시 종촌동,654,0,가재마을11단지,84.815,"35,200",10,2013,
201701,14,세종특별자치시 종촌동,654,0,가재마을11단지,59.9316,"27,000",11,2013,
201701,14,세종특별자치시 종촌동,654,0,가재마을11단지,59.614,"26,900",14,2013,
201701,14,세종특별자치시 종촌동,654,0,가재마을11단지,59.614,"25,500",9,2013,
201701,14,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"24,500",2,2014,
201701,15,세종특별자치시 고운동,1408,0,가락마을9단지(신동아 파밀리에),84.986,"29,000",10,2015,
201701,15,세종특별자치시 조치원읍 신안리,244,1,조형,39.97,"4,800",1,1991,
201701,15,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,99.6514,"21,000",4,2013,
201701,15,세종특별자치시 조치원읍 신흥리,398,0,신흥대우푸르지오,84.9228,"20,700",11,2006,
201701,15,세종특별자치시 종촌동,649,0,가재마을7단지,84.991,"35,000",9,2014,
201701,15,세종특별자치시 종촌동,652,0,가재마을12단지,84.9941,"33,000",4,2015,
201701,15,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"27,500",9,2014,
201701,15,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),84.81,"35,800",3,2011,
201701,15,세종특별자치시 한솔동,947,0,첫마을3단지(퍼스트프라임),102.84,"42,400",5,2011,
201701,16,세종특별자치시 고운동,1708,0,가락마을3단지(호반베르디움),59.8652,"23,500",3,2014,
201701,16,세종특별자치시 금남면 용포리,263,0,신성연기미소지움,84.8809,"16,000",5,2007,
201701,16,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,"9,100",8,2000,
201701,16,세종특별자치시 나성동,750,0,세종마루(CB5-3BL),24.385,"12,000",8,2015,
201701,16,세종특별자치시 부강면 부강리,970,3,청솔,49.77,"7,300",2,1994,
201701,16,세종특별자치시 연서면 봉암리,622,0,대원네스트빌,59.858,"8,500",6,2002,
201701,16,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,84.7067,"19,400",10,2013,
201701,16,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,125.7081,"24,500",13,2013,
201701,16,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),84.974,"22,300",7,2008,
201701,16,세종특별자치시 종촌동,652,0,가재마을12단지,84.9911,"36,000",13,2015,
201701,17,세종특별자치시 고운동,1400,0,이지더원(가락마을10단지),107.698,"35,000",9,2015,
201701,17,세종특별자치시 도담동,627,0,엘가에코힐(도램마을5단지),59.9973,"27,700",7,2015,
201701,17,세종특별자치시 도담동,633,0,도램마을20단지(에듀파크),84.857,"35,300",22,2014,
201701,17,세종특별자치시 어진동,548,0,세종리슈빌S,19.3525,"11,400",10,2014,
201701,17,세종특별자치시 전의면 동교리,197,16,재동,59.7,"9,000",3,1992,
201701,17,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,125.7081,"23,900",3,2013,
201701,17,세종특별자치시 조치원읍 신흥리,393,0,신흥주공,59.99,"12,500",11,1999,
201701,17,세종특별자치시 조치원읍 죽림리,92,0,신동아,59.76,"9,200",4,1996,
201701,17,세종특별자치시 종촌동,654,0,가재마을11단지,84.815,"36,000",15,2013,
201701,17,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),84.91,"31,300",2,2011,
201701,17,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),84.08,"28,500",18,2012,
201701,17,세종특별자치시 한솔동,976,0,첫마을7단지(래미안),59.1,"25,900",8,2012,
201701,17,세종특별자치시 한솔동,976,0,첫마을7단지(래미안),114.61,"42,750",5,2012,
201701,18,세종특별자치시 나성동,712,0,세종퍼스트타워,28.007,"8,900",4,2013,
201701,18,세종특별자치시 도담동,664,0,라온프라이빗시티 Ⅰ,19.1676,"8,750",7,2014,
201701,18,세종특별자치시 도담동,853,0,도램마을10단지 호반 어반시티,84.757,"38,000",5,2014,
201701,18,세종특별자치시 아름동,1339,0,범지기마을1단지(한양수자인에듀센텀),59.9789,"24,500",4,2015,
201701,18,세종특별자치시 조치원읍 번암리,75,2,번암주공,39.69,"5,500",3,1989,
201701,18,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),84.974,"22,500",15,2008,
201701,18,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"19,400",12,2008,
201701,18,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"28,400",9,2014,
201701,18,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),84.91,"33,800",11,2011,
201701,18,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.62,"29,500",3,2012,
201701,19,세종특별자치시 고운동,1401,0,가락마을13단지(대광로제비앙),59.655,"23,000",11,2015,
201701,19,세종특별자치시 나성동,759,0,블루지움(2-4),45.15,"14,700",5,2015,
201701,19,세종특별자치시 아름동,1276,0,범지기마을12단지(중흥S-에코타운),96.252,"34,800",3,2015,
201701,20,세종특별자치시 도담동,681,0,도램마을4단지(이지더원),59.9853,"27,900",12,2014,
201701,20,세종특별자치시 도담동,853,0,도램마을10단지 호반 어반시티,84.757,"40,900",25,2014,
201701,20,세종특별자치시 도담동,855,0,도램마을9단지(제일풍경채),95.804,"50,500",27,2015,
201701,20,세종특별자치시 도담동,859,0,현대힐스테이트(도램마을15단지),84.916,"41,500",7,2014,
201701,20,세종특별자치시 소담동,521,0,새샘마을9단지(중흥S클래스 리버뷰),84.9779,"39,282",24,2016,
201701,20,세종특별자치시 아름동,1297,0,범지기마을3단지(중흥에듀하이),96.1416,"34,300",2,2015,
201701,20,세종특별자치시 조치원읍 남리,456,0,다원파크리안,83.256,"13,000",8,2003,
201701,20,세종특별자치시 조치원읍 신흥리,393,0,신흥주공,49.29,"11,200",8,1999,
201701,20,세종특별자치시 조치원읍 죽림리,92,0,신동아,59.76,"9,300",1,1996,
201701,20,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"28,300",8,2014,
201701,20,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),119.77,"45,800",22,2011,
201701,21,세종특별자치시 고운동,1708,0,가락마을3단지(호반베르디움),84.9893,"32,700",9,2014,
201701,21,세종특별자치시 고운동,1708,0,가락마을3단지(호반베르디움),59.8652,"25,000",6,2014,
201701,21,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,"9,200",5,2000,
201701,21,세종특별자치시 도담동,681,0,도램마을4단지(이지더원),59.9853,"27,700",8,2014,
201701,21,세종특별자치시 소담동,00M3,0,새샘마을3단지(모아미래도리버시티),97.994,"49,000",13,2016,
201701,21,세종특별자치시 아름동,1284,0,범지기마을7단지 호반에코시티,84.928,"31,300",13,2014,
201701,21,세종특별자치시 조치원읍 남리,456,0,다원파크리안,65.78,"10,300",3,2003,
201701,21,세종특별자치시 조치원읍 서창리,133,10,두진한라,59.64,"6,700",4,1991,
201701,21,세종특별자치시 조치원읍 신안리,244,1,조형,39.97,"4,050",4,1991,
201701,21,세종특별자치시 조치원읍 신안리,244,1,조형,39.97,"4,800",2,1991,
201701,21,세종특별자치시 조치원읍 신흥리,393,0,신흥주공,84.84,"15,800",19,1999,
201701,21,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"19,500",9,2008,
201701,21,세종특별자치시 종촌동,654,0,가재마을11단지,84.9915,"34,800",5,2013,
201701,21,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"28,300",12,2014,
201701,21,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.7,"26,200",4,2012,
201701,22,세종특별자치시 연동면 명학리,255,0,다산청정,41.328,"4,900",8,2001,
201701,22,세종특별자치시 조치원읍 번암리,75,2,번암주공,39.69,"5,800",3,1989,
201701,22,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),84.976,"18,300",2,2008,
201701,22,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),151.659,"28,000",4,2008,
201701,22,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.7,"28,500",26,2012,
201701,22,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.62,"28,700",9,2012,
201701,22,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),84.08,"28,450",9,2012,
201701,23,세종특별자치시 고운동,1408,0,가락마을9단지(신동아 파밀리에),59.994,"23,600",8,2015,
201701,23,세종특별자치시 도담동,666,0,라온프라이빗시티 Ⅱ,26.984,"9,970",4,2014,
201701,23,세종특별자치시 도담동,666,0,라온프라이빗시티 Ⅱ,26.984,"9,850",3,2014,
201701,23,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9539,"29,000",4,2014,
201701,23,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9539,"30,400",9,2014,
201701,23,세종특별자치시 아름동,1284,0,범지기마을7단지 호반에코시티,84.757,"31,800",4,2014,
201701,23,세종특별자치시 연동면 명학리,255,0,다산청정,41.328,"4,500",7,2001,
201701,23,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,103.2294,"22,400",7,2013,
201701,23,세종특별자치시 조치원읍 신흥리,398,0,신흥대우푸르지오,84.9228,"17,000",4,2006,
201701,23,세종특별자치시 조치원읍 침산리,89,0,욱일아파트,59.999,"13,600",6,1996,
201701,23,세종특별자치시 한솔동,947,0,첫마을3단지(퍼스트프라임),119.59,"52,600",15,2011,
201701,24,세종특별자치시 나성동,732,0,세종모닝시티2차,23.2849,"11,020",7,2016,
201701,24,세종특별자치시 어진동,548,0,세종리슈빌S,18.0325,"11,000",14,2014,
201701,24,세종특별자치시 어진동,548,0,세종리슈빌S,19.3525,"11,200",13,2014,
201701,24,세종특별자치시 전동면 노장리,586,0,도원,49.41,"6,000",2,1994,
201701,24,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,125.7081,"26,200",11,2013,
201701,24,세종특별자치시 조치원읍 죽림리,72,0,죽림우방유셀,84.728,"18,500",6,2008,
201701,24,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,128.9491,"22,900",2,2008,
201701,24,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"18,250",8,2008,
201701,24,세종특별자치시 종촌동,679,0,가재마을3단지,108.81,"38,800",6,2015,
201701,24,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),59.61,"25,300",3,2011,
201701,24,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),119.86,"43,000",21,2011,
201701,24,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),84.08,"28,000",7,2012,
201701,25,세종특별자치시 고운동,1706,0,가락마을8단지(고운뜰아파트),74.77,"25,700",5,2015,
201701,25,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,"9,200",9,2000,
201701,25,세종특별자치시 도담동,627,0,엘가에코힐(도램마을5단지),59.9973,"28,900",24,2015,
201701,25,세종특별자치시 도담동,685,0,도램마을2단지(웅진스타클래스),44.99,"21,500",2,2014,
201701,25,세종특별자치시 소담동,00M3,0,새샘마을3단지(모아미래도리버시티),97.994,"40,800",7,2016,
201701,25,세종특별자치시 아름동,1339,0,범지기마을1단지(한양수자인에듀센텀),59.9789,"26,000",16,2015,
201701,25,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),118.198,"27,000",14,2008,
201701,25,세종특별자치시 조치원읍 죽림리,92,0,신동아,59.76,"9,400",4,1996,
201701,25,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"19,400",13,2008,
201701,25,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"17,700",3,2008,
201701,25,세종특별자치시 조치원읍 침산리,89,0,욱일아파트,84.99,"15,500",23,1996,
201701,25,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.98,"27,600",4,2015,
201701,25,세종특별자치시 종촌동,652,0,가재마을12단지,84.9941,"37,500",26,2015,
201701,25,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9474,"26,400",5,2014,
201701,25,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"24,000",2,2014,
201701,25,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),84.18,"28,000",25,2012,
201701,25,세종특별자치시 한솔동,976,0,첫마을7단지(래미안),101.45,"39,000",22,2012,
201701,26,세종특별자치시 고운동,1708,0,가락마을3단지(호반베르디움),84.9893,"31,800",5,2014,
201701,26,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,"8,750",6,2000,
201701,26,세종특별자치시 도담동,858,0,도램마을 14단지(한림풀에버),99.986,"52,000",17,2015,
201701,26,세종특별자치시 아름동,1356,0,범지기마을 4단지,84.8568,"31,400",8,2014,
201701,26,세종특별자치시 어진동,603,0,더샵센트럴시티,84.73,"38,500",3,2013,
201701,26,세종특별자치시 장군면 금암리,268,0,영상마을아파트,30.7568,"2,500",1,2000,
201701,26,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.62,"31,000",11,2012,
201701,26,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),84.08,"28,400",12,2012,
201701,26,세종특별자치시 한솔동,976,0,첫마을7단지(래미안),114.24,"63,000",29,2012,
201701,30,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),84.99,"34,000",28,2015,
201701,31,세종특별자치시 연동면 명학리,255,0,다산청정,49.277,"6,150",1,2001,
201701,31,세종특별자치시 종촌동,683,0,가재마을2단지,59.8652,"27,700",10,2014,
201701,31,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),102.63,"36,000",25,2011,
201701,31,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),84.11,"28,850",1,2012,
201702,1,세종특별자치시 고운동,1395,0,가락마을16단지(에듀그린),59.9964,"23,500",22,2015,
201702,1,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,"9,300",10,2000,
201702,1,세종특별자치시 도담동,641,0,도램마을16단지(모아미래도),84.969,"28,800",1,2015,
201702,1,세종특별자치시 아름동,1279,0,푸르지오(8단지),84.9837,"28,700",1,2013,
201702,1,세종특별자치시 어진동,649,0,호수의 아침,17.834,"9,100",3,2014,
201702,1,세종특별자치시 조치원읍 교리,12,1,목화,84.94,"10,000",13,1994,
201702,1,세종특별자치시 조치원읍 번암리,75,2,번암주공,47.01,"7,000",3,1989,
201702,1,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,84.7067,"19,500",9,2013,
201702,1,세종특별자치시 조치원읍 신흥리,398,0,신흥대우푸르지오,126.6976,"24,000",6,2006,
201702,1,세종특별자치시 조치원읍 신흥리,398,0,신흥대우푸르지오,104.9044,"22,900",6,2006,
201702,1,세종특별자치시 조치원읍 신흥리,398,0,신흥대우푸르지오,144.2557,"26,680",11,2006,
201702,1,세종특별자치시 조치원읍 죽림리,72,0,죽림우방유셀,84.8058,"18,800",8,2008,
201702,1,세종특별자치시 조치원읍 죽림리,92,0,신동아,59.76,"9,600",13,1996,
201702,1,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"17,500",2,2008,
201702,1,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),84.91,"30,400",4,2011,
201702,1,세종특별자치시 한솔동,976,0,첫마을7단지(래미안),84.7,"33,500",16,2012,
201702,2,세종특별자치시 고운동,1706,0,가락마을8단지(고운뜰아파트),84.89,"27,800",22,2015,
201702,2,세종특별자치시 금남면 용포리,263,0,신성연기미소지움,84.8768,"19,000",2,2007,
201702,2,세종특별자치시 나성동,714,0,에스알파크,35.193,"12,900",8,2014,
201702,2,세종특별자치시 도담동,855,0,도램마을9단지(제일풍경채),95.804,"44,700",6,2015,
201702,2,세종특별자치시 아름동,1282,0,한신엘리트파크(범지기9단지),99.9834,"34,000",16,2015,
201702,2,세종특별자치시 어진동,649,0,호수의 아침,17.425,"8,400",2,2014,
201702,2,세종특별자치시 전동면 노장리,586,0,도원,49.41,"4,900",1,1994,
201702,2,세종특별자치시 조치원읍 신안리,35,3,유니빌,28.168,"3,700",2,2002,
201702,2,세종특별자치시 조치원읍 신안리,35,3,유니빌,28.168,"3,800",11,2002,
201702,2,세종특별자치시 조치원읍 신흥리,398,0,신흥대우푸르지오,104.9044,"22,800",7,2006,
201702,2,세종특별자치시 조치원읍 침산리,89,0,욱일아파트,59.999,"11,000",6,1996,
201702,2,세종특별자치시 종촌동,697,0,가재마을9단지,96.31,"39,500",8,2014,
201702,2,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.7,"27,000",24,2012,
201702,2,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),114.19,"35,000",8,2012,
201702,3,세종특별자치시 고운동,1703,0,이지더원(가락마을4단지),79.5988,"27,500",4,2014,
201702,3,세종특별자치시 아름동,1276,0,범지기마을12단지(중흥S-에코타운),96.252,"46,800",14,2015,
201702,3,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9539,"31,500",20,2014,
201702,3,세종특별자치시 조치원읍 번암리,75,2,번암주공,39.3,"5,900",2,1989,
201702,3,세종특별자치시 조치원읍 신안리,244,1,조형,39.97,"6,300",2,1991,
